47.3977,8.54568,540.274,-0.502693,0.263566,4.26029
47.3977,8.54568,540.29,-0.523424,0.274435,4.23667
47.3977,8.54568,540.294,-0.541435,0.283879,4.22358
47.3977,8.54568,540.291,-0.556058,0.291546,4.21875
47.3977,8.54568,540.282,-0.571331,0.299553,4.21958
47.3977,8.54568,540.269,-0.587038,0.307788,4.22459
47.3977,8.54568,540.25,-0.605333,0.317381,4.23494
47.3977,8.54568,540.229,-0.620068,0.325106,4.24675
47.3977,8.54568,540.204,-0.63189,0.331305,4.26323
47.3977,8.54568,540.178,-0.639632,0.335364,4.28086
47.3977,8.54568,540.151,-0.640314,0.335722,4.29859
47.3977,8.54568,540.122,-0.632142,0.331437,4.31959
47.3977,8.54568,540.09,-0.616051,0.323,4.34351
47.3977,8.54568,540.06,-0.596729,0.31287,4.36571
47.3977,8.54568,540.03,-0.568444,0.29804,4.38894
47.3977,8.54568,540,-0.534802,0.280401,4.41191
47.3977,8.54568,539.971,-0.493442,0.258716,4.43522
47.3977,8.54568,539.939,-0.45268,0.237343,4.4591
47.3977,8.54568,539.908,-0.409665,0.21479,4.4839
47.3977,8.54568,539.872,-0.364217,0.190962,4.51001
47.3977,8.54568,539.843,-0.319236,0.167378,4.53505
47.3977,8.54568,539.813,-0.275368,0.144378,4.55864
47.3977,8.54568,539.782,-0.225684,0.118328,4.58373
47.3977,8.54568,539.749,-0.181983,0.0954151,4.60906
47.3977,8.54568,539.713,-0.13692,0.0717882,4.63765
47.3977,8.54568,539.682,-0.0950895,-0.00406896,4.66223
47.3977,8.54568,539.647,-0.0549559,-0.00235161,4.6889
47.3977,8.54567,539.615,-0.0163389,-0.000699156,4.71407
47.3977,8.54567,539.583,0.0162883,0.00069699,4.73731
47.3977,8.54567,539.556,0.0462244,0.00197798,4.75698
47.3977,8.54567,539.529,0.0741428,0.00317263,4.77642
47.3977,8.54567,539.502,0.0964029,0.00412516,4.79473
47.3977,8.54567,539.477,0.115544,0.00494422,4.81174
47.3977,8.54567,539.451,0.132112,0.00565317,4.82947
47.3977,8.54567,539.424,0.145807,0.0062392,4.84876
47.3977,8.54567,539.398,0.155046,0.00663454,4.86514
47.3977,8.54567,539.375,0.164526,0.00704019,4.87812
47.3977,8.54567,539.355,0.170812,0.00730918,4.88889
47.3977,8.54567,539.336,0.173753,0.00743505,4.90162
47.3977,8.54567,539.317,0.176991,0.0075736,4.9132
47.3977,8.54567,539.296,0.176665,0.00755965,4.9263
47.3977,8.54567,539.275,0.174027,0.00744675,4.93819
47.3977,8.54567,539.253,0.169602,0.00725742,4.95078
47.3977,8.54567,539.233,0.164562,0.00704173,4.96122
47.3977,8.54567,539.21,0.159568,0.00682803,4.97345
47.3977,8.54567,539.186,0.15384,0.00658294,4.98869
47.3977,8.54567,539.164,0.149127,0.00638125,5.00309
47.3977,8.54567,539.144,0.14396,0.00616016,5.01523
47.3977,8.54567,539.124,0.13875,0.00593723,5.02706
47.3977,8.54567,539.103,0.133727,0.00572231,5.03907
47.3977,8.54567,539.083,0.125356,0.0048946,5.05116
47.3977,8.54567,539.062,0.117117,0.00457291,5.06441
47.3977,8.54567,539.044,0.109998,0.00429493,5.07457
47.3978,8.54567,539.033,0.103491,0.00404087,5.07771
47.3978,8.54567,539.023,0.0959695,0.00374718,5.07987
47.3978,8.54567,539.016,0.0877323,0.00342556,5.07921
47.3978,8.54567,539.012,0.0782816,0.00305655,5.07526
47.3978,8.54567,539.006,0.0677088,0.00264373,5.0737
47.3978,8.54567,539.001,0.0576315,0.00225025,5.07089
47.3978,8.54567,538.996,0.0476074,0.00185886,5.06833
47.3978,8.54567,538.989,0.0354856,0.00138555,5.06693
47.3978,8.54567,538.983,0.0221115,0.000863355,5.06616
47.3978,8.54567,538.977,0.00879267,0.000343315,5.06447
47.3978,8.54567,538.972,-0.00728558,-0.00028447,5.06245
47.3978,8.54567,538.967,-0.0244675,-0.000955346,5.06073
47.3978,8.54567,538.962,-0.0416393,-0.00162583,5.05824
47.3978,8.54567,538.959,-0.0578576,-0.00225908,5.05498
47.3978,8.54567,538.956,-0.0742364,-0.0028986,5.05046
47.3978,8.54567,538.954,-0.0892154,-0.00348347,5.04551
47.3978,8.54567,538.952,-0.103746,-0.00405081,5.04019
47.3978,8.54567,538.951,-0.114547,-0.00447255,5.03416
47.3978,8.54568,538.952,-0.124499,-0.00486115,5.02708
47.3978,8.54568,538.95,-0.134531,-0.00525283,5.02251
47.3978,8.54568,538.946,-0.143323,-0.00559613,5.01996
47.3978,8.54568,538.942,-0.152833,-0.00596743,5.0175
47.3978,8.54568,538.937,-0.163327,-0.00663365,5.01702
47.3978,8.54568,538.929,-0.172336,-0.00699954,5.01905
47.3978,8.54568,538.919,-0.180319,-0.00732378,5.02253
47.3978,8.54568,538.915,-0.188592,-0.00765982,5.02139
47.3978,8.54568,538.91,-0.196731,-0.00799035,5.02087
47.3978,8.54568,538.906,-0.203566,-0.008268,5.01933
47.3978,8.54568,538.904,-0.209329,-0.00850204,5.0159
47.3978,8.54568,538.9,-0.212844,-0.00864481,5.01461
47.3978,8.54568,538.899,-0.216379,-0.00878838,5.01136
47.3978,8.54568,538.895,-0.216966,-0.00881222,5.00998
47.3978,8.54568,538.891,-0.216375,-0.00878821,5.00858
47.3978,8.54568,538.885,-0.215748,-0.00876275,5.00944
47.3978,8.54568,538.881,-0.214764,-0.0087228,5.00861
47.3978,8.54568,538.875,-0.213406,-0.00866763,5.01016
47.3978,8.54568,538.867,-0.210383,-0.00854484,5.01343
47.3978,8.54568,538.857,-0.205451,-0.00834455,5.01824
47.3978,8.54568,538.85,-0.198741,-0.008072,5.01987
47.3978,8.54568,538.845,-0.19036,-0.0077316,5.01982
47.3978,8.54568,538.84,-0.180709,-0.00733964,5.01964
47.3978,8.54568,538.833,-0.171877,-0.0069809,5.02097
47.3978,8.54568,538.822,-0.161418,-0.00655609,5.02708
47.3978,8.54567,538.809,-0.150802,-0.00612495,5.03458
47.3978,8.54567,538.797,-0.142039,-0.005769,5.0405
47.3978,8.54567,538.788,-0.133146,-0.00540783,5.04407
47.3978,8.54567,538.782,-0.123888,-0.00503181,5.04521
47.3978,8.54567,538.774,-0.112887,-0.00459968,5.04791
47.3978,8.54567,538.763,-0.10245,-0.0041744,5.05378
47.3978,8.54567,538.753,-0.0914593,-0.00372658,5.05802
47.3978,8.54567,538.743,-0.0813821,-0.00331598,5.06223
47.3978,8.54567,538.735,-0.0706023,-0.00287674,5.06515
47.3978,8.54567,538.729,-0.058511,-0.00238408,5.06615
