47.3977,8.54568,540.216,-0.207147,0.108857,4.3142
47.3977,8.54568,540.238,-0.234373,0.123165,4.2853
47.3977,8.54568,540.246,-0.259856,0.136557,4.2685
47.3977,8.54568,540.244,-0.283819,0.149149,4.26201
47.3977,8.54568,540.236,-0.307096,0.161382,4.262
47.3977,8.54568,540.222,-0.331348,0.174126,4.26738
47.3977,8.54568,540.203,-0.356045,0.187105,4.27801
47.3977,8.54568,540.181,-0.379678,0.199524,4.29284
47.3977,8.54568,540.157,-0.397319,0.208795,4.30784
47.3977,8.54568,540.13,-0.410158,0.215542,4.32761
47.3977,8.54568,540.101,-0.418083,0.219706,4.34847
47.3977,8.54568,540.069,-0.421285,0.221389,4.37165
47.3977,8.54568,540.035,-0.417068,0.219173,4.39711
47.3977,8.54568,540.001,-0.407502,0.214146,4.4232
47.3977,8.54568,539.97,-0.39374,0.206914,4.44734
47.3977,8.54568,539.938,-0.372354,0.195676,4.47361
47.3977,8.54568,539.905,-0.350215,0.184041,4.50006
47.3977,8.54568,539.871,-0.322988,0.169733,4.52745
47.3977,8.54568,539.838,-0.295589,0.155335,4.55395
47.3977,8.54568,539.805,-0.266298,0.139942,4.58023
47.3977,8.54568,539.771,-0.234817,0.123399,4.60798
47.3977,8.54568,539.736,-0.204611,0.107525,4.63594
47.3977,8.54568,539.7,-0.174933,0.0919287,4.66535
47.3977,8.54568,539.666,-0.143004,0.0751497,4.69458
47.3977,8.54568,539.629,-0.114519,0.0601806,4.72343
47.3977,8.54567,539.591,-0.0836032,-0.00347425,4.75524
47.3977,8.54567,539.554,-0.0557924,-0.00231854,4.78575
47.3977,8.54567,539.525,-0.0310564,-0.0012906,4.80802
47.3977,8.54567,539.501,-0.00905378,-0.000376243,4.82508
47.3977,8.54567,539.479,0.00950594,0.000395034,4.83857
47.3977,8.54567,539.457,0.0280894,0.0011673,4.85233
47.3977,8.54567,539.435,0.0403728,0.00167775,4.86567
47.3977,8.54567,539.416,0.0497513,0.00206749,4.87709
47.3977,8.54567,539.398,0.0595429,0.00247439,4.88639
47.3977,8.54567,539.383,0.0675358,0.00280655,4.89391
47.3977,8.54567,539.369,0.0736448,0.00306042,4.8993
47.3977,8.54567,539.354,0.0779456,0.00323915,4.90516
47.3977,8.54567,539.341,0.0802475,0.0033348,4.90964
47.3977,8.54567,539.33,0.0809935,0.0033658,4.91239
